HAT-P-37 b,284.296064,51.269138,411.00,-249.18430453000195,63.498052887281425,320.6184331185955
HAT-P-38 b,35.383234,32.246151,249.00,121.94356986684694,171.69765359374068,132.8558674599404
HAT-P-39 b,113.758247,17.830082,642.00,559.3699397278008,-246.22477272830557,196.5772922384749
HAT-P-4 b,229.991354,36.229664,314.00,-194.00643576590983,-162.84062355626685,185.58134119898506
HAT-P-40 b,335.512861,45.457378,470.68,-136.84503424773183,300.45772871187444,335.4672148795449
HAT-P-41 b,297.322651,4.672421,351.63,-311.362498065924,160.8620846746031,28.643348482471957
HAT-P-42 b,135.344391,6.097230,447.00,312.39393139501465,-316.1721346926381,47.47855169934296
HAT-P-43 b,128.925737,10.206653,542.00,414.9821858656172,-335.15629901337053,96.04186923344672
HAT-P-44 b,213.144074,47.014687,363.00,-135.3182331129207,-207.22912698895584,265.5448450160395
HAT-P-44 c,213.144074,47.014687,363.00,-135.3182331129207,-207.22912698895584,265.5448450160395
HAT-P-45 b,274.373238,-3.381036,305.00,-303.58264922492083,23.21677844615398,-17.987670448418218
HAT-P-46 b,270.444201,-2.970947,296.00,-295.5932759344156,2.2917125940865546,-15.341553889568814
HAT-P-49 b,305.441397,26.692652,353.89,-257.59111313889804,183.3407277267681,158.96895322194987
HAT-P-5 b,274.405476,36.621410,306.01,-244.87632928829024,18.865749251889362,182.54256204912235
HAT-P-50 b,118.063411,12.139410,497.00,428.75959211703906,-228.5845533860641,104.51465983738323
HAT-P-51 b,21.065190,32.810764,470.00,141.98145793796306,368.62020210424345,254.67707435581463
HAT-P-52 b,42.721679,29.022396,385.00,228.39984950249544,247.32671379425273,186.7833113288584
HAT-P-53 b,21.871105,38.968147,719.00,208.2458082624093,518.7835643677478,452.17064995754714
HAT-P-54 b,99.898003,25.482540,144.25,128.27860927072336,-22.38359406851173,62.06154703312809
HAT-P-55 b,264.273447,25.731186,480.00,-430.24566853544314,-43.14561454252067,208.3917480425696
HAT-P-56 b,100.848038,27.252293,323.50,282.4518066418025,-54.1260341885726,148.13372117043193
HAT-P-57 b,274.743421,10.597294,282.08,-276.3192090197976,22.928408507181206,51.875902016265975
HAT-P-6 b,354.774222,42.465973,277.50,-18.644730007310883,203.85490872865913,187.35474434928128
HAT-P-65 b,315.905487,11.989404,841.00,-572.4391838139435,590.8246209645308,174.70159729248272
HAT-P-66 b,150.572632,53.950863,927.00,268.0247491448609,-475.13649570531163,749.4911902715806
HAT-P-67 b,256.610687,44.776981,320.00,-220.97897539631762,-52.60106262568829,225.39170491267436
HAT-P-69 b,130.505638,3.710566,343.90,260.93348902995535,-222.90266286010805,22.2559473518244
HAT-P-7 b,292.247310,47.969513,344.46,-213.4567900635612,87.31577967718724,255.8609876380642
HAT-P-70 b,74.552333,9.997979,329.00,312.2988517483072,86.30102771661385,57.11882186937267
HAT-P-8 b,343.041067,35.447109,212.84,-50.57557654090873,165.8503264532263,123.43680923011966
HAT-P-9 b,110.168529,37.140652,480.00,359.17256780431,-131.92582898772756,289.8113907056781
HATS-1 b,175.525336,-23.354836,303.00,21.702682811267174,-277.3265262084307,-120.11657429330107
HATS-10 b,294.306813,-22.204477,496.00,-418.5095549318277,189.02422304981965,-187.4449133243564
HATS-11 b,289.400757,-22.389927,967.34,-843.6287127724961,297.1010958051777,-368.46737909506174
HATS-12 b,289.202393,-19.355907,512.41,-456.5498126757347,159.0088467227024,-169.83069012892716
HATS-13 b,316.961465,-26.096655,476.00,-291.746324500741,312.43807061282655,-209.38608877392667
HATS-14 b,313.215479,-25.687334,513.00,-336.91791216588194,316.55831022667354,-222.3649178450058
HATS-15 b,311.091961,-19.437510,689.00,-489.67300030089166,427.04801013145743,-229.28442995346535
HATS-16 b,358.558710,-30.012999,774.00,-16.857673111026905,670.0038037959529,-387.1520654164665
HATS-17 b,192.189799,-47.613693,339.00,-48.254006475767966,-223.37615446144875,-250.39098321834902
HATS-18 b,173.957397,-29.156012,645.00,59.2949114450611,-560.1465364422812,-314.2371257322064
HATS-2 b,176.739094,-22.562992,360.00,18.9104092877208,-331.90669376324007,-138.13161497544874
HATS-22 b,174.009720,-29.543312,207.90,18.875495808493085,-179.88189119769564,-102.51161337684599
HATS-23 b,286.366699,-50.067352,747.00,-460.05943330690593,135.11235016382315,-572.7992411469634
HATS-24 b,268.890686,-61.747311,510.00,-241.36886808306346,-4.673770531535036,-449.2429469555635
HATS-25 b,207.907777,-23.781174,466.00,-199.59185306942823,-376.8397158133634,-187.9120027406852
HATS-26 b,144.926863,-28.585590,907.00,457.6514723164995,-651.8215797537798,-433.9732227382551
HATS-27 b,193.552560,-46.587715,840.00,-135.27923699473536,-561.2100830269857,-610.198959968768
HATS-28 b,284.399685,-49.138470,521.00,-330.1473432635745,84.76549550733047,-394.02860620442306
HATS-29 b,285.096424,-54.893192,351.00,-194.89451785287113,52.57352745573962,-287.14656731668845
HATS-3 b,312.457440,-24.428793,453.00,-304.2936929974202,278.4182551263158,-187.34359774064748
HATS-30 b,5.618693,-59.942551,339.00,16.624149309640337,168.97850755382635,-293.4125110567241
HATS-31 b,191.702789,-24.427364,872.00,-161.039604339203,-777.440256833502,-360.60628514895785
HATS-32 b,346.075073,-21.271938,839.00,-188.14960623587797,758.8613585921992,-304.38489467923
HATS-33 b,294.633636,-55.330105,255.00,-131.85477538108364,60.46148661547166,-209.72297643665829
HATS-34 b,0.774485,-62.469341,532.00,3.323843083649791,245.88027045007726,-471.75824812137853
HATS-35 b,296.688263,-63.565609,557.00,-221.5442731541247,111.36830391377968,-498.7627050171039
HATS-36 b,291.478699,-23.202793,878.65,-751.4978995905487,295.7002048698821,-346.17642648063617
HATS-37 A b,199.801932,-22.986870,211.10,-65.83563648368096,-182.84616975089935,-82.43880867779396
HATS-38 b,154.271165,-25.276266,347.70,136.48976074618264,-283.23989775239215,-148.46210133453002
HATS-39 b,112.419289,-29.937889,773.00,619.226945737528,-255.47084532241786,-385.77407489724044
HATS-4 b,94.112075,-22.546885,420.00,386.89918322599465,-27.815236915554337,-161.04451128302955
HATS-40 b,100.571251,-29.776806,1431.00,1220.9793178248008,-227.86602685138936,-710.6669960333361
HATS-41 b,103.517418,-27.050388,800.00,692.7489114392541,-166.53705028073148,-363.819126192565
HATS-42 b,108.452415,-33.437332,942.00,745.6733585371513,-248.81038160967137,-519.0651561906027
HATS-43 b,80.538170,-30.970833,341.00,288.40563875666544,48.06506004899911,-175.4791655321107
HATS-44 b,84.326706,-27.972610,463.00,406.9056650647929,40.42304231695708,-217.16988140168075
HATS-45 b,101.994293,-21.910694,818.00,742.3447370213878,-157.71296384670444,-305.24565918508125
HATS-46 b,6.702417,-56.316113,448.00,28.999060134077677,246.7673958904779,-372.78533613431244
HATS-47 b,287.484377,-49.664963,301.70,-186.25512973615275,58.670186045843785,-229.9776639509041
HATS-48 A b,288.671978,-59.579377,265.40,-127.31072245610176,43.022915326478746,-228.8627726488431
HATS-49 b,6.613262,-56.344315,324.60,20.717817831579897,178.69658974728839,-270.1915262124014
HATS-5 b,67.222871,-21.481916,257.00,220.49781186723342,92.58519270963728,-94.11533909348393
HATS-50 b,300.427490,-26.077583,717.00,-555.3102607022554,326.1568382101405,-315.1844400467088
HATS-51 b,102.847504,-29.058611,478.00,407.37068426343933,-92.90760104839268,-232.16654209892064
HATS-52 b,140.087708,-31.269333,631.00,346.04750083157387,-413.68778296804277,-327.5279307039439
HATS-53 b,176.628006,-33.860054,613.00,29.94068505402184,-508.15447957816264,-341.5429405845516
HATS-54 b,200.634885,-44.688805,769.00,-192.66706374255992,-511.6363397301019,-540.8037152390914
HATS-55 b,114.283414,-32.755421,623.60,478.0387955957244,-215.67621967500406,-337.40130137877145
HATS-56 b,180.165125,-45.799443,577.10,-1.1595264315479592,-402.33633203506133,-413.7252003722126
HATS-57 b,60.948335,-19.056757,280.00,231.35648512230694,128.51585025567348,-91.42129415466125
HATS-58 A b,186.787387,-48.978397,492.00,-38.16454228290295,-320.6578459509641,-371.19538459202903
HATS-59 b,170.325000,-22.388167,654.88,101.76295175698252,-596.9058821036431,-249.4303188463218
HATS-59 c,170.325000,-22.388167,654.88,101.76295175698252,-596.9058821036431,-249.4303188463218
HATS-6 b,88.146797,-19.031656,148.40,140.2148654589577,4.536761061847478,-48.39183095724011
HATS-60 b,341.364018,-14.991763,494.30,-152.57942775360337,452.4404861036218,-127.86561211170624
HATS-61 b,61.657782,-25.349710,694.00,551.9947902069476,297.7434348769045,-297.13060860855506
HATS-62 b,312.449305,-24.303471,516.80,-347.5392766177777,317.895833520922,-212.69915429552128
HATS-63 b,67.418554,-28.197287,634.80,516.5739862054833,214.83275658975893,-299.9487347394928
HATS-64 b,144.287625,-29.800437,1083.00,548.568614609482,-763.0661681668697,-538.2299676388934
HATS-65 b,292.939799,-26.740201,495.00,-407.1020987989968,172.29999842918167,-222.72312788472564
HATS-66 b,101.394823,-33.881703,1538.00,1251.665153313145,-252.26227449999323,-857.4042738671598
HATS-67 b,180.208826,-46.136424,982.00,-2.4801066931329867,-680.4661155608649,-708.0139226345046
HATS-68 b,15.005889,-58.904757,618.20,82.66665376040798,308.3893603899104,-529.3708215932937
HATS-69 b,289.297350,-60.891683,420.30,-192.97273146677955,67.56806985134513,-367.2167899848997
HATS-7 b,208.856995,-21.207695,257.00,-115.63444202283539,-209.84354142684293,-92.96969366147427
HATS-70 b,109.104500,-31.244406,1307.00,1055.891220046877,-365.72799370070834,-677.927552214521
HATS-71 b,15.551172,-61.756017,140.91,17.8774889058837,64.24128743990887,-124.13331735872933
HATS-72 b,339.026329,-16.999941,127.66,-43.69786296368723,113.99336802749603,-37.32404611178506
HATS-8 b,294.941746,-25.748318,829.00,-677.0509217360258,314.8763706364147,-360.13319840197613
HATS-9 b,290.810104,-20.166317,654.36,-574.1735410753796,218.22394071854447,-225.58826659697678
HD 100546 b,173.356003,-70.194786,110.02,4.312988255241299,-37.02701907574142,-103.51231033396381
HD 100655 b,173.765640,20.441545,137.72,14.013995307593104,-128.28444781878883,48.098927049854325
HD 100777 b,173.964676,-4.755697,49.60,5.197068723739251,-49.155266980786074,-4.112201931857722
HD 10180 c,24.473234,-60.511528,39.00,7.95299019182942,17.472870569420248,-33.94773543364789
HD 10180 d,24.473234,-60.511528,39.00,7.95299019182942,17.472870569420248,-33.94773543364789
HD 10180 e,24.473234,-60.511528,39.00,7.95299019182942,17.472870569420248,-33.94773543364789
HD 10180 f,24.473234,-60.511528,39.00,7.95299019182942,17.472870569420248,-33.94773543364789
HD 10180 g,24.473234,-60.511528,39.00,7.95299019182942,17.472870569420248,-33.94773543364789
HD 10180 h,24.473234,-60.511528,39.00,7.95299019182942,17.472870569420248,-33.94773543364789
HD 101930 b,175.875458,-58.006886,30.05,1.1451136284253396,-15.879776677822916,-25.485758914351873
HD 102117 b,176.210251,-58.703709,39.62,1.3603192845032048,-20.536151063015375,-33.85499122671901
HD 102195 b,176.426224,2.821483,29.36,1.8278994891832787,-29.267383032902526,1.4452245025644936
HD 102272 b,176.598068,14.123986,350.01,20.141738964966187,-338.8310455691214,85.4097945788606
HD 102329 b,176.694351,3.474293,218.42,12.571486003927648,-217.65581024621767,13.236404561493618
HD 102329 c,176.694351,3.474293,218.42,12.571486003927648,-217.65581024621767,13.236404561493618
HD 102365 b,176.629471,-40.500355,9.29,0.4153209624065214,-7.0519145063635165,-6.033416137904421
HD 102843 b,177.587204,-1.252453,62.87,2.6461185421630873,-62.79925597273821,-1.3741928290178793
HD 102956 b,177.843796,57.640736,122.32,2.463199954615555,-65.42253445080671,103.32476485342993
HD 103197 b,178.220749,-50.292824,57.24,1.1354105983239497,-36.55095460695348,-44.03585085011574
HD 103720 b,179.171600,-2.778953,41.60,0.6007373476365495,-41.54673610072486,-2.01688720950893
HD 103774 b,179.231628,-12.107909,56.50,0.7408223212046757,-55.23814998523564,-11.851074571405618
HD 103949 b,179.548767,-23.923887,26.52,0.19091226012030574,-24.24078162244705,-10.754462275807615
HD 104067 b,179.791702,-20.353781,20.38,0.0694650079401457,-19.10740498870482,-7.0884870889555875
HD 10442 b,25.471457,2.704376,135.89,58.37595677268114,122.54480956750653,6.411662727999335
HD 104985 b,181.312988,76.905731,100.86,-0.523589091334506,-22.844225257150192,98.23750214080168
HD 106252 b,183.372955,10.041638,38.23,-2.214812810531342,-37.57915514351283,6.665928511025236
HD 106270 b,183.405350,-9.513381,94.06,-5.510285311814395,-92.60259660968849,-15.546043127616528
HD 106315 b,183.472473,-0.393484,109.00,-6.601864422516975,-108.797311739388,-0.7485615733751869
HD 106315 c,183.472473,-0.393484,109.00,-6.601864422516975,-108.797311739388,-0.7485615733751869
HD 10647 b,25.622149,-53.740833,17.34,4.434850484693129,9.247071700208728,-13.982108787647734
HD 106515 A b,183.777359,-7.257327,34.12,-2.2298044238880372,-33.7731287811135,-4.310237182050706
HD 106906 b,184.471634,-55.975525,103.33,-4.507810413525786,-57.641995891645365,-85.63976211377077
HD 10697 b,26.232603,20.083149,33.15,13.761880036937038,27.927706085571327,11.383162594239606
HD 107148 b,184.806213,-3.319789,49.49,-4.139605731887272,-49.23322388996766,-2.865908195466784
HD 108147 b,186.442780,-64.022087,38.96,-1.9149283620433737,-16.95766161154309,-35.02359721725682
HD 108341 b,186.880798,-71.422974,49.40,-1.8854551210125057,-15.624464354312643,-46.82607364094774
HD 108863 b,187.582962,21.948244,165.52,-20.25920019297886,-152.18082967829167,61.86622896191096
HD 108874 b,187.612015,22.879829,59.62,-7.276160110793355,-54.445189590756705,23.18023348606864
HD 108874 c,187.612015,22.879829,59.62,-7.276160110793355,-54.445189590756705,23.18023348606864
HD 109246 b,188.029953,74.489548,67.97,-2.539039094753442,-17.997926532515034,65.49464726987622
HD 109271 b,188.398148,-11.621868,55.96,-8.005457203959496,-54.22497836866371,-11.273241586763136
HD 109271 c,188.398148,-11.621868,55.96,-8.005457203959496,-54.22497836866371,-11.273241586763136
HD 109749 b,189.318237,-40.812115,63.20,-7.745077500141455,-47.20215649824368,-41.30629729753218
HD 110014 b,189.811523,-7.995564,100.98,-17.040487614515467,-98.53574608381285,-14.045957623668974
HD 111232 b,192.215637,-68.425148,28.98,-2.2548087577949807,-10.41514121978923,-26.949602424481487
HD 111591 b,192.572067,22.863407,114.54,-22.972843080705903,-103.01046295022093,44.50286062232882
HD 111998 b,193.296494,-3.553098,33.26,-7.634769746622385,-32.306178722126226,-2.0612392607598196
HD 113337 b,195.445526,63.610226,36.22,-4.287491425741587,-15.517469458827025,32.44555376116368
HD 113538 b,196.239487,-52.442924,15.90,-2.7103584961417173,-9.305173786659704,-12.604669675261368
HD 113538 c,196.239487,-52.442924,15.90,-2.7103584961417173,-9.305173786659704,-12.604669675261368
HD 113996 b,196.794708,27.624741,116.34,-29.783601242713665,-98.6809860362089,53.944375906451704
HD 114386 b,197.665924,-35.054783,27.95,-6.943299856417068,-21.800990642938864,-16.05334526166963
HD 114613 b,198.013275,-37.803020,20.29,-4.9575661328965595,-15.245799625979867,-12.436729144048654
HD 114729 b,198.184402,-31.873348,37.85,-10.03103037872986,-30.53756850678087,-19.986441384965563
HD 114762 b,198.082260,17.517122,40.23,-11.907628595314794,-36.46966963049286,12.10885949537561
HD 114783 b,198.182434,-2.265040,20.40,-6.360717066586891,-19.366239636743742,-0.8062510347564359
HD 114783 c,198.182434,-2.265040,20.40,-6.360717066586891,-19.366239636743742,-0.8062510347564359
HD 11506 b,28.210558,-19.506975,51.34,22.87606804888906,42.64481564231245,-17.143535500467255
HD 11506 c,28.210558,-19.506975,51.34,22.87606804888906,42.64481564231245,-17.143535500467255
HD 116029 b,200.164764,24.648699,123.68,-38.75026435275635,-105.52034016498403,51.58117121641928
HD 116029 c,200.164764,24.648699,123.68,-38.75026435275635,-105.52034016498403,51.58117121641928
HD 117207 b,202.337967,-35.570995,32.38,-10.01016336824456,-24.36130635379264,-18.83581116059824
HD 11755 b,29.708696,73.152382,236.64,33.989943579460956,59.569705162907034,226.48316397089957
HD 117618 b,203.106476,-47.271362,37.82,-10.070779001494587,-23.60321807151555,-27.781646944908392
HD 118203 b,203.510574,53.728531,92.51,-21.832801422178193,-50.1866752104692,74.58368798456276
HD 11964 b,29.290026,-10.242428,33.57,16.161751342994226,28.811653125346698,-5.969199084628042
HD 11964 c,29.290026,-10.242428,33.57,16.161751342994226,28.811653125346698,-5.969199084628042
HD 11977 b,28.733881,-67.647301,68.05,12.441552679660623,22.693093065148272,-62.936744387168204
HD 120084 b,205.663345,78.064438,103.35,-9.256691533005206,-19.265516010824726,101.1156568227663
HD 121504 b,209.321823,-56.040043,41.71,-11.410233753968962,-20.314663356293945,-34.595449388615194
HD 12484 b,30.611374,2.815859,51.10,25.9893292184747,43.925652050653305,2.5103503139352186
HD 125390 b,214.538834,38.966976,154.33,-68.03173426537336,-98.84319998190708,97.05387086655715
HD 125595 b,215.346603,-40.393948,28.22,-12.433892956414276,-17.530764487984175,-18.287673510188885
HD 125612 b,215.222977,-17.481522,57.72,-31.75302218376351,-44.97447715998277,-17.338984583406564
HD 125612 c,215.222977,-17.481522,57.72,-31.75302218376351,-44.97447715998277,-17.338984583406564
HD 125612 d,215.222977,-17.481522,57.72,-31.75302218376351,-44.97447715998277,-17.338984583406564
HD 12648 b,34.748653,85.736153,183.15,7.761446022222592,11.188639847245996,182.64308580949006
HD 126525 b,216.887375,-51.933086,37.69,-13.949040978111817,-18.58690672330768,-29.673005480571344
HD 12661 b,31.142866,25.414305,37.89,17.699402207056977,29.291064899971712,16.26089722427615
HD 12661 c,31.142866,25.414305,37.89,17.699402207056977,29.291064899971712,16.26089722427615
HD 126614 b,216.701172,-5.177780,73.25,-43.59860908448606,-58.48952446209108,-6.610545673136086
HD 128311 b,219.002335,9.746518,16.52,-10.246830893370685,-12.652727975086588,2.79666434008898
HD 128311 c,219.002335,9.746518,16.52,-10.246830893370685,-12.652727975086588,2.79666434008898
HD 128356 b,219.270355,-25.802563,26.03,-14.833763281401371,-18.142460899106574,-11.330113831543688
HD 129445 b,221.512772,-68.762749,67.57,-16.222324363021784,-18.327768162226356,-62.98121947416222
HD 130322 b,221.886368,-0.281476,31.91,-21.304628240103128,-23.755764371765718,-0.1567630828571043
HD 131496 b,223.345947,18.235401,132.34,-86.27640222917836,-91.40732058760919,41.412072652586076
HD 131664 b,225.025314,-73.535339,52.89,-10.604418125242525,-10.595051930655888,-50.72123116419527
HD 13167 b,32.057426,-24.695410,149.57,72.1265007920612,115.1695105229968,-62.48949215176998
HD 13189 b,32.417381,32.316437,504.71,228.65796665513378,360.06582111722565,269.8153495417148
